epoch,loss,train classification accuracy,Classified as target,Average similarity with target,Average similarity with correct caption,test_loss,test classification accuracy,Test-Classified as target,Test-Average similarity with target,Test-Average similarity with correct caption,norm v
334,0.2042127,0.79609375,22.22,0.26479742,0.31477006,,,,,,
335,0.20420234,0.7959375,22.6,0.26505128,0.314901544,,,,,,
336,0.204163863,0.79375,22.8,0.26599437,0.315010518,,,,,,
337,0.204162848,0.7896875,23.44,0.2660193,0.314789835,,,,,,
338,0.20409684,0.7778125,24.4,0.26763713,0.314030044,,,,,,
339,0.204077714,0.7725,26.34,0.26810595,0.314406695,,,,,,
340,0.204066475,0.7775,25.28,0.26838142,0.314471889,,,,,,
341,0.204038955,0.76328125,27.24,0.26905602,0.313673886,,,,,,
342,0.203993175,0.76375,27.84,0.27017808,0.313976943,,,,,,
343,0.204001814,0.755,28.22,0.26996627,0.3136304,,,,,,
344,0.203941027,0.7515625,29.08,0.2714562,0.313381886,,,,,,
345,0.203897826,0.72828125,32.02,0.27251506,0.313211295,,,,,,
346,0.203882717,0.7315625,31.16,0.27288535,0.313213552,,,,,,
347,0.203900369,0.73734375,30.76,0.27245277,0.31317852,,,,,,
348,0.203861597,0.72921875,31.46,0.27340302,0.312835968,,,,,,
349,0.203815034,0.7265625,32.42,0.27454433,0.313143669,,,,,,
350,0.203823244,0.72046875,33.44,0.27434325,0.312717456,0.329451144,0.71484375,0.2734375,0.27750605,0.310840403,3.7742617
351,0.203762335,0.7078125,35.38,0.27583608,0.312715005,,,,,,
352,0.203761862,0.7146875,34.16,0.27584764,0.31257173,,,,,,
353,0.203779946,0.710625,34.36,0.2754044,0.312520245,,,,,,
354,0.203753566,0.71109375,34.9,0.27605093,0.31271427,,,,,,
355,0.203752399,0.703125,35.28,0.27607954,0.312329568,,,,,,
356,0.203686559,0.69859375,36.36,0.27769336,0.312070515,,,,,,
357,0.203689281,0.6953125,36.7,0.2776266,0.312280054,,,,,,
358,0.203686513,0.6865625,37.84,0.2776945,0.311864438,,,,,,
359,0.203624473,0.678125,38.98,0.2792151,0.311946669,,,,,,
360,0.20364967,0.67390625,39.34,0.2785975,0.311527645,,,,,,
361,0.203670983,0.6871875,37.7,0.27807507,0.311684848,,,,,,
362,0.2035979,0.66921875,40,0.27986634,0.311237216,,,,,,
363,0.203603434,0.676875,38.76,0.27973068,0.311529613,,,,,,
364,0.20359035,0.67578125,40.14,0.2800514,0.311807313,,,,,,
365,0.203556917,0.659375,41.56,0.2808708,0.31145328,,,,,,
366,0.203586071,0.6671875,40.64,0.28015625,0.311507373,,,,,,
367,0.20358848,0.66859375,40.16,0.28009734,0.311086583,,,,,,
368,0.203574377,0.66546875,40.6,0.28044295,0.311336473,,,,,,
369,0.203500114,0.6421875,44.5,0.2822632,0.310548661,,,,,,
370,0.20352546,0.64359375,43.4,0.28164187,0.310928444,,,,,,
371,0.203492932,0.64078125,43.82,0.2824392,0.31092011,,,,,,
372,0.203482613,0.6409375,43.8,0.2826921,0.310717,,,,,,
373,0.203491204,0.64609375,43.1,0.28248155,0.311387215,,,,,,
374,0.203464665,0.63078125,45.26,0.28313202,0.310237573,,,,,,
375,0.203433328,0.6296875,45.1,0.2839001,0.310536216,0.328143805,0.6484375,0.35546875,0.2834254,0.310543152,4.23572
376,0.20340668,0.62203125,46.62,0.2845533,0.310179059,,,,,,
377,0.203413039,0.62703125,45.58,0.28439736,0.310824194,,,,,,
378,0.203418636,0.61578125,46.34,0.28426024,0.310005011,,,,,,
379,0.20341753,0.610625,47.46,0.28428736,0.310247125,,,,,,
380,0.203394109,0.60546875,48.14,0.28486145,0.309939414,,,,,,
381,0.203418618,0.6209375,46.12,0.28426063,0.310221977,,,,,,
382,0.203382368,0.61546875,47.52,0.28514916,0.310212942,,,,,,
383,0.203365325,0.60953125,48.32,0.28556693,0.310054044,,,,,,
384,0.20336636,0.6075,48.04,0.28554153,0.310125912,,,,,,
385,0.20335681,0.6115625,47.66,0.28577557,0.310245311,,,,,,
386,0.203345899,0.603125,48.66,0.28604305,0.309836683,,,,,,
387,0.20332946,0.595625,49.42,0.28644592,0.309304761,,,,,,
388,0.203357655,0.60625,48.96,0.2857549,0.309752088,,,,,,
389,0.203332768,0.5840625,51.06,0.2863649,0.309234555,,,,,,
390,0.203305721,0.59203125,49.96,0.28702784,0.309884284,,,,,,
391,0.203289841,0.585625,51.14,0.28741705,0.309467328,,,,,,
392,0.203299529,0.5984375,50.32,0.28717956,0.309756426,,,,,,
393,0.203271506,0.58375,51.46,0.28786644,0.309210549,,,,,,
394,0.203241582,0.5803125,52.1,0.28859997,0.309146798,,,,,,
395,0.203256061,0.5778125,52.54,0.28824502,0.309132072,,,,,,
396,0.203258343,0.57953125,51.64,0.28818908,0.309153937,,,,,,
397,0.20323081,0.5678125,53.98,0.28886393,0.308603327,,,,,,
398,0.203213733,0.57484375,52.8,0.2892825,0.308932753,,,,,,
399,0.203230349,0.57453125,52.66,0.28887522,0.308977222,,,,,,
400,0.203248494,0.56484375,53.98,0.28843045,0.308758339,0.322877169,0.51171875,0.4765625,0.2949568,0.307000849,4.66266
401,0.203247248,0.5728125,52.64,0.2884611,0.308983027,,,,,,
402,0.203200803,0.56875,53.32,0.2895995,0.308875027,,,,,,
403,0.203194595,0.5671875,53.52,0.28975162,0.308673958,,,,,,
404,0.203210805,0.56515625,53.14,0.2893543,0.308966713,,,,,,
405,0.203177189,0.55921875,54.24,0.29017824,0.30847315,,,,,,
406,0.203192749,0.56015625,54.72,0.2897968,0.308531066,,,,,,
407,0.203160075,0.54875,55.8,0.29059762,0.308204204,,,,,,
408,0.203135858,0.55078125,55.92,0.29119128,0.308671674,,,,,,
409,0.203141614,0.55015625,55.5,0.2910502,0.308375924,,,,,,
410,0.203150831,0.5540625,55.08,0.2908243,0.308057859,,,,,,
411,0.203135655,0.54921875,56.16,0.29119617,0.30867052,,,,,,
412,0.203132801,0.545625,56.12,0.2912662,0.308312407,,,,,,
413,0.203106152,0.5475,55.84,0.29191935,0.308332788,,,,,,
414,0.203111579,0.54328125,57.06,0.29178634,0.308132035,,,,,,
415,0.203110725,0.53953125,57.28,0.2918073,0.308174685,,,,,,
416,0.203089889,0.53609375,58.16,0.29231793,0.307823246,,,,,,
417,0.203067977,0.53203125,58.36,0.29285505,0.308000258,,,,,,
418,0.203115222,0.53828125,57.46,0.2916971,0.307876728,,,,,,
419,0.203103653,0.54140625,57.18,0.2919806,0.307818425,,,,,,
420,0.203089951,0.531875,58.34,0.29231647,0.308050002,,,,,,
421,0.203096495,0.534375,57.82,0.29215607,0.307661141,,,,,,
422,0.20306716,0.5184375,59.76,0.29287505,0.307614722,,,,,,
423,0.203042505,0.5240625,59.72,0.29347935,0.307271416,,,,,,
424,0.203056072,0.5196875,59.76,0.2931469,0.307616251,,,,,,
425,0.203058513,0.52421875,59.18,0.2930871,0.307306363,0.32447204,0.546875,0.46875,0.29225528,0.308975636,5.0589576
426,0.203034357,0.5253125,59.48,0.29367915,0.307411883,,,,,,
427,0.203038448,0.53359375,58.3,0.29357874,0.307728133,,,,,,
428,0.203056412,0.526875,58.96,0.29313844,0.307755339,,,,,,
429,0.203013826,0.51703125,60.48,0.2941822,0.307299884,,,,,,
430,0.203006991,0.51234375,61.08,0.29434988,0.307234172,,,,,,
431,0.203000684,0.51875,60.74,0.29450443,0.30741762,,,,,,
432,0.203015353,0.52015625,60.54,0.29414484,0.307291585,,,,,,
433,0.203005885,0.5146875,61.26,0.29437697,0.307394626,,,,,,
434,0.202981195,0.5078125,61.42,0.2949822,0.306910771,,,,,,
435,0.203011352,0.50375,61.8,0.29424292,0.306965013,,,,,,
436,0.202972262,0.49828125,63.06,0.2952011,0.306702889,,,,,,
437,0.202981096,0.49828125,62.96,0.29498455,0.306956521,,,,,,
438,0.202956433,0.49375,63.6,0.29558903,0.307198268,,,,,,
439,0.202976518,0.504375,61.88,0.29509673,0.307124382,,,,,,
440,0.202978023,0.50421875,62,0.29505992,0.307090425,,,,,,
441,0.202962764,0.4971875,62.9,0.29543388,0.306726812,,,,,,
442,0.202935439,0.490625,63.76,0.2961036,0.306500165,,,,,,
443,0.202930303,0.48234375,64.98,0.29622954,0.306450263,,,,,,
444,0.202964514,0.49625,63,0.2953909,0.306700235,,,,,,
445,0.202917295,0.47828125,65.98,0.29654828,0.306108851,,,,,,
446,0.20295752,0.48625,64.26,0.29556245,0.30650569,,,,,,
447,0.202952376,0.495625,63.46,0.2956885,0.306540033,,,,,,
448,0.202911887,0.47796875,65.42,0.29668084,0.306244427,,,,,,
449,0.202918973,0.48453125,64.72,0.2965072,0.306473877,,,,,,
450,0.202905404,0.4759375,66,0.29683983,0.306313963,0.324134082,0.4609375,0.5390625,0.29641685,0.304663432,5.411778
451,0.202931577,0.47796875,65.88,0.29619834,0.305826716,,,,,,
452,0.202947666,0.4859375,64.5,0.29580393,0.306505008,,,,,,
453,0.202899995,0.47734375,65.92,0.2969723,0.306232322,,,,,,
454,0.202922184,0.47515625,66.3,0.29642838,0.306458689,,,,,,
455,0.202891516,0.4778125,66.02,0.29718018,0.306302045,,,,,,
456,0.202899658,0.4703125,66.72,0.29698062,0.306253927,,,,,,
457,0.202894554,0.46984375,66.64,0.2971057,0.305751681,,,,,,
458,0.2028918,0.4665625,67.38,0.29717317,0.306456103,,,,,,
459,0.202881793,0.46984375,67.14,0.29741848,0.306229941,,,,,,
460,0.202868604,0.4584375,68.26,0.2977417,0.30580511,,,,,,
461,0.202872628,0.45703125,68.6,0.2976431,0.305547319,,,,,,
462,0.202886216,0.46375,67.56,0.29731014,0.30590431,,,,,,
463,0.20286386,0.4575,68.46,0.2978581,0.305888417,,,,,,
464,0.202858242,0.4596875,68.06,0.29799575,0.305475202,,,,,,
465,0.202861197,0.45578125,69.06,0.2979233,0.30590326,,,,,,
466,0.202857075,0.4575,68.26,0.29802427,0.305925339,,,,,,
467,0.202813186,0.4371875,71.16,0.29910004,0.30483721,,,,,,
468,0.202861938,0.45,69.06,0.29790515,0.305606753,,,,,,
469,0.202845917,0.44140625,70.16,0.2982978,0.305365246,,,,,,
470,0.202844777,0.445625,69.64,0.29832578,0.305507684,,,,,,
471,0.202839088,0.46546875,67.98,0.29846516,0.305941427,,,,,,
472,0.202848898,0.451875,69.68,0.2982247,0.305648391,,,,,,
473,0.202846471,0.44390625,69.82,0.29828417,0.305339211,,,,,,
474,0.202830831,0.4465625,70.28,0.29866752,0.305613829,,,,,,
475,0.20281689,0.434375,71.44,0.29900935,0.305222552,0.324810535,0.46484375,0.5390625,0.2975202,0.30607466,5.724007
476,0.202840641,0.4521875,69.3,0.29842713,0.305394873,,,,,,
477,0.202821837,0.45,69.9,0.29888806,0.305316201,,,,,,
478,0.202834633,0.44265625,70.44,0.2985744,0.305464472,,,,,,
479,0.20283773,0.43625,71.2,0.29849848,0.304991822,,,,,,
480,0.202792821,0.4221875,72.8,0.2995992,0.304937624,,,,,,
481,0.202817085,0.43265625,71.84,0.2990045,0.305130572,,,,,,
482,0.202792518,0.44265625,70.42,0.29960668,0.30529169,,,,,,
483,0.202812705,0.4434375,70.92,0.29911178,0.305335407,,,,,,
484,0.202795655,0.4384375,70.8,0.29952967,0.305267348,,,,,,
485,0.202795356,0.435,71.34,0.29953706,0.305170401,,,,,,
486,0.202777906,0.42484375,73.32,0.29996485,0.304331244,,,,,,
487,0.202802989,0.4178125,73.84,0.29935,0.304817094,,,,,,
488,0.202795885,0.4290625,72.64,0.29952416,0.30490985,,,,,,
489,0.202775826,0.42046875,73.66,0.30001575,0.304706969,,,,,,
490,0.202767462,0.40890625,75.36,0.30022073,0.304504078,,,,,,
491,0.20278134,0.418125,73.26,0.2998806,0.304547068,,,,,,
492,0.202791002,0.416875,74.16,0.2996438,0.304542631,,,,,,
493,0.202789116,0.421875,73.18,0.2996901,0.304946542,,,,,,
494,0.202767839,0.41671875,74.26,0.30021158,0.304633587,,,,,,
495,0.202778311,0.42828125,73.3,0.29995477,0.30486043,,,,,,
496,0.202773002,0.4184375,74.22,0.30008498,0.304417976,,,,,,
497,0.202798849,0.42109375,73.5,0.29945147,0.304805017,,,,,,
498,0.202730888,0.40921875,74.72,0.30111724,0.304241508,,,,,,
499,0.202783605,0.421875,73.22,0.29982516,0.30473207,,,,,,
500,0.202754792,0.41015625,74.76,0.3005313,0.304654201,0.32303679,0.41015625,0.6015625,0.30377913,0.305251629,6.012511
501,0.202757725,0.41484375,74.88,0.30045944,0.304626628,,,,,,
502,0.202753304,0.40953125,74.84,0.3005678,0.304348149,,,,,,
503,0.202748875,0.41,74.62,0.30067638,0.304517956,,,,,,
504,0.202752886,0.408125,75.32,0.30057806,0.304384389,,,,,,
505,0.202746558,0.41046875,75.02,0.30073312,0.304282858,,,,,,
506,0.202729834,0.4034375,75.06,0.3011431,0.303960612,,,,,,
507,0.20275697,0.41484375,74.38,0.300478,0.304444008,,,,,,
508,0.202742952,0.40796875,75.5,0.30082154,0.304611795,,,,,,
509,0.202733571,0.39984375,75.98,0.30105147,0.304129038,,,,,,
510,0.202740267,0.4040625,75.62,0.3008874,0.304266631,,,,,,
511,0.202732673,0.4059375,75.14,0.30107352,0.304106698,,,,,,
512,0.202727268,0.4125,75.04,0.301206,0.304422472,,,,,,
513,0.202713008,0.3984375,76.48,0.30155545,0.303635994,,,,,,
514,0.202731287,0.39921875,76.3,0.30110744,0.303923016,,,,,,
515,0.202722966,0.40609375,75.14,0.3013114,0.304376172,,,,,,
516,0.20268717,0.39859375,76.46,0.3021888,0.304056063,,,,,,
517,0.202700728,0.38921875,77.7,0.3018565,0.304042605,,,,,,
518,0.202705536,0.4003125,76.5,0.30173868,0.304018473,,,,,,
519,0.20271509,0.39828125,76.94,0.30150443,0.304227557,,,,,,
520,0.202709178,0.395,77.46,0.30164936,0.303749531,,,,,,
521,0.202664306,0.3825,78.24,0.30274922,0.30380182,,,,,,
522,0.202709555,0.3871875,77.82,0.30164012,0.303364025,,,,,,
523,0.20270718,0.3984375,76.5,0.30169836,0.303841953,,,,,,
524,0.202719911,0.39375,76.94,0.30138627,0.304008335,,,,,,
525,0.202682517,0.385,78.54,0.30230284,0.304181588,0.32502079,0.4453125,0.5625,0.29981846,0.305723382,6.2857013
526,0.202683281,0.38484375,78.64,0.3022841,0.303664771,,,,,,
527,0.202692192,0.38734375,78.14,0.30206567,0.303679941,,,,,,
528,0.202665196,0.3753125,79.66,0.30272734,0.303222431,,,,,,
529,0.202677891,0.3840625,78.6,0.30241624,0.30336867,,,,,,
530,0.202668262,0.38515625,78.26,0.30265218,0.303630589,,,,,,
531,0.202650417,0.37546875,79.28,0.30308962,0.303189833,,,,,,
532,0.202650179,0.37625,79.5,0.30309546,0.303308345,,,,,,
533,0.20267086,0.38109375,78.68,0.30258852,0.303824023,,,,,,
534,0.202666214,0.3853125,78.34,0.30270243,0.30358273,,,,,,
535,0.202675226,0.386875,77.64,0.30248156,0.303485869,,,,,,
536,0.202663163,0.37140625,79.64,0.30277717,0.303068364,,,,,,
537,0.202645189,0.38078125,79.2,0.3032177,0.303413091,,,,,,
538,0.202656752,0.37703125,79.16,0.3029343,0.303543832,,,,,,
539,0.202666958,0.3859375,78.22,0.30268413,0.30313501,,,,,,
540,0.202636625,0.36234375,80.94,0.30342767,0.302742437,,,,,,
541,0.202653515,0.37390625,79.86,0.30301368,0.303123384,,,,,,
542,0.2026492,0.373125,79.9,0.30311948,0.303276244,,,,,,
543,0.202629585,0.37,80.2,0.30360022,0.303025836,,,,,,
544,0.202646394,0.373125,79.5,0.3031882,0.30303879,,,,,,
545,0.202644145,0.37453125,80,0.30324343,0.303042331,,,,,,
546,0.202653388,0.36875,80.06,0.30301678,0.303000161,,,,,,
547,0.202642608,0.379375,78.58,0.30328098,0.303271849,,,,,,
548,0.202602606,0.359375,81.98,0.3042615,0.302721533,,,,,,
549,0.202593966,0.3596875,81.68,0.30447325,0.302726001,,,,,,
550,0.20263755,0.37828125,79.32,0.3034049,0.302965795,0.322818905,0.3515625,0.671875,0.30387515,0.302866913,6.5458074
551,0.202617598,0.36203125,81.24,0.30389404,0.302996711,,,,,,
552,0.202609738,0.369375,80.44,0.30408666,0.302907672,,,,,,
553,0.202613984,0.3615625,81.32,0.30398256,0.302627165,,,,,,
554,0.202598498,0.36421875,80.7,0.3043621,0.302857572,,,,,,
555,0.202598834,0.35703125,81.82,0.30435383,0.30251954,,,,,,
556,0.202628558,0.36921875,80.22,0.3036254,0.302640162,,,,,,
557,0.202609124,0.3559375,82.26,0.30410177,0.3024053,,,,,,
558,0.202611133,0.3615625,80.72,0.3040524,0.302906581,,,,,,
559,0.202627268,0.35703125,81.58,0.30365697,0.302727076,,,,,,
560,0.202606267,0.354375,82.06,0.30417174,0.302621754,,,,,,
561,0.202587886,0.3590625,81.86,0.3046223,0.302588305,,,,,,
562,0.202605729,0.3571875,81.66,0.3041849,0.302232877,,,,,,
563,0.20257409,0.34609375,83.16,0.30496037,0.302362996,,,,,,
564,0.202580585,0.35609375,82.12,0.3048012,0.302486693,,,,,,
565,0.202602365,0.34953125,82.56,0.30426744,0.302268824,,,,,,
566,0.202584402,0.35671875,82.06,0.30470762,0.302337301,,,,,,
567,0.202572799,0.34640625,83.12,0.30499208,0.302437726,,,,,,
568,0.202562495,0.35171875,82.58,0.30524457,0.302597495,,,,,,
569,0.202606465,0.35015625,82.34,0.30416685,0.302653465,,,,,,
570,0.202590019,0.35625,81.88,0.30457,0.302641789,,,,,,
571,0.202567487,0.3496875,82.94,0.30512226,0.302635874,,,,,,
572,0.202537881,0.3465625,83.12,0.30584776,0.302387584,,,,,,
573,0.202562414,0.34640625,82.86,0.30524665,0.30218549,,,,,,
574,0.202583726,0.350625,82.52,0.30472422,0.302371725,,,,,,
575,0.202557884,0.33640625,84.34,0.30535764,0.301950781,0.321609706,0.375,0.640625,0.30529016,0.30265814,6.7948294
576,0.202556547,0.33328125,84.5,0.30539033,0.302071939,,,,,,
577,0.202560609,0.33234375,85.26,0.30529088,0.301773096,,,,,,
578,0.20252554,0.3290625,85.7,0.3061504,0.301909977,,,,,,
579,0.202553774,0.340625,84.22,0.30545834,0.302213639,,,,,,
580,0.202542822,0.33765625,84.08,0.30572677,0.301956298,,,,,,
581,0.202564958,0.34203125,83.22,0.30518427,0.302519695,,,,,,
582,0.202551772,0.34359375,83.78,0.30550736,0.302362572,,,,,,
583,0.202542787,0.33640625,84.6,0.30572772,0.301649687,,,,,,
584,0.202537085,0.33796875,84.4,0.30586746,0.301882483,,,,,,
585,0.202536249,0.34,83.84,0.30588794,0.302145699,,,,,,
586,0.202548775,0.3353125,84.76,0.3055809,0.301638386,,,,,,
587,0.202549937,0.33078125,85.42,0.30555248,0.301937047,,,,,,
588,0.202527785,0.33296875,85.04,0.3060954,0.301721966,,,,,,
589,0.202536553,0.3328125,84.8,0.30588046,0.301734377,,,,,,
590,0.202544721,0.33484375,84.84,0.3056803,0.301809744,,,,,,
591,0.202523634,0.32921875,85.54,0.30619708,0.301729936,,,,,,
592,0.202542403,0.33421875,84.8,0.30573705,0.301907597,,,,,,
593,0.202507397,0.3209375,86,0.3065951,0.301738681,,,,,,
594,0.202502834,0.3228125,86.34,0.30670688,0.301468329,,,,,,
595,0.202504463,0.330625,85.32,0.30666703,0.301775165,,,,,,
596,0.202519517,0.32234375,86.06,0.30629805,0.301535561,,,,,,
597,0.202514791,0.328125,85.4,0.30641383,0.301723123,,,,,,
598,0.202498011,0.3209375,86.56,0.3068251,0.301355632,,,,,,
599,0.202525001,0.3265625,85.66,0.30616367,0.301753462,,,,,,
600,0.202503189,0.31703125,86.5,0.30669823,0.301477814,0.321297944,0.34765625,0.640625,0.30802014,0.300432683,7.034581
601,0.202498306,0.3140625,87.3,0.30681798,0.300838591,,,,,,
602,0.202504799,0.316875,86.86,0.30665872,0.301238642,,,,,,
603,0.20249688,0.32234375,86.62,0.30685285,0.301070154,,,,,,
604,0.202512366,0.320625,86.3,0.30647326,0.301643509,,,,,,
605,0.202488879,0.3128125,87.22,0.30704898,0.301019676,,,,,,
606,0.202483144,0.31453125,87.66,0.30718955,0.301188126,,,,,,
607,0.202486311,0.30890625,88.02,0.30711186,0.301102133,,,,,,
608,0.202478886,0.31265625,87.78,0.30729395,0.301052624,,,,,,
609,0.202486755,0.3115625,87.34,0.307101,0.301393949,,,,,,
610,0.202478476,0.31125,87.72,0.30730402,0.301373965,,,,,,
611,0.202483517,0.3153125,87.36,0.30718032,0.301212525,,,,,,
612,0.202482141,0.313125,87.48,0.30721408,0.301141717,,,,,,
613,0.202468272,0.31390625,87.78,0.307554,0.30121756,,,,,,
614,0.202456342,0.3121875,87.86,0.30784643,0.300981791,,,,,,
615,0.202452661,0.29890625,89.04,0.3079367,0.300895016,,,,,,
616,0.202461474,0.30609375,88.46,0.3077207,0.300874091,,,,,,
617,0.202469411,0.3065625,88.5,0.30752617,0.300781099,,,,,,
618,0.202440176,0.299375,89.34,0.30824265,0.300420125,,,,,,
619,0.202479496,0.3134375,87.32,0.307279,0.301231095,,,,,,
620,0.20245966,0.30859375,88.16,0.3077652,0.301005641,,,,,,
621,0.202472414,0.310625,87.92,0.3074525,0.300951059,,,,,,
622,0.202440849,0.2946875,89.78,0.30822617,0.300622192,,,,,,
623,0.202463166,0.30609375,87.94,0.30767933,0.300622263,,,,,,
624,0.202500526,0.316875,86.72,0.30676347,0.301221012,,,,,,
625,0.202451652,0.295625,89.5,0.30796137,0.300713816,0.318595558,0.27734375,0.73046875,0.30919126,0.299969326,7.261253
626,0.202465501,0.3078125,88.28,0.30762202,0.300898635,,,,,,
627,0.202440207,0.30078125,89.1,0.30824196,0.300895197,,,,,,
628,0.202450153,0.30875,88.22,0.30799815,0.300903013,,,,,,
629,0.202441475,0.29609375,89.54,0.30821088,0.300737538,,,,,,
630,0.202427814,0.294375,89.56,0.3085457,0.300323771,,,,,,
631,0.202432712,0.29625,89.4,0.30842564,0.300485795,,,,,,
632,0.202439089,0.291875,90.18,0.3082694,0.300440056,,,,,,
633,0.202433548,0.29515625,89.6,0.3084051,0.30062217,,,,,,
634,0.202449002,0.30578125,88.58,0.3080264,0.300938158,,,,,,
635,0.202410271,0.28703125,90.9,0.30897573,0.300105851,,,,,,
636,0.202427368,0.29265625,89.74,0.3085566,0.300418896,,,,,,
637,0.202436636,0.2903125,90.44,0.30832946,0.30039261,,,,,,
638,0.202409937,0.2890625,90.44,0.3089839,0.300277154,,,,,,
639,0.202446055,0.29671875,89.74,0.3080986,0.30059131,,,,,,
640,0.202431254,0.29640625,90.02,0.3084613,0.300732395,,,,,,
641,0.202433362,0.2878125,90.76,0.30840972,0.300733548,,,,,,
642,0.202418411,0.2803125,91.32,0.3087762,0.300015585,,,,,,
643,0.202425129,0.29609375,89.7,0.30861145,0.300596287,,,,,,
644,0.202431318,0.2853125,90.64,0.3084598,0.300312752,,,,,,
645,0.202431809,0.29296875,89.68,0.3084478,0.300595994,,,,,,
646,0.202407876,0.28109375,91.54,0.30903444,0.300247703,,,,,,
647,0.202424253,0.28984375,90.54,0.30863294,0.300378265,,,,,,
648,0.202408701,0.2909375,90.42,0.30901414,0.300377139,,,,,,
649,0.20241841,0.2903125,90.88,0.3087762,0.300503356,,,,,,
650,0.20242314,0.2946875,90.32,0.3086604,0.300252541,0.319705933,0.3203125,0.7109375,0.30951542,0.301091131,7.47952
651,0.20238127,0.27953125,91.68,0.30968657,0.300227716,,,,,,
652,0.202398939,0.27984375,91.84,0.30925333,0.300093737,,,,,,
653,0.202397616,0.283125,91.86,0.3092859,0.300090932,,,,,,
654,0.202393381,0.2803125,91.46,0.30938965,0.299969083,,,,,,
655,0.202410778,0.2778125,91.8,0.30896327,0.299866619,,,,,,
656,0.202387719,0.2834375,91.46,0.3095285,0.299913043,,,,,,
657,0.202388459,0.2884375,90.94,0.30951038,0.300407903,,,,,,
658,0.202376945,0.27765625,92.08,0.30979255,0.299863064,,,,,,
659,0.202390261,0.27796875,91.98,0.30946618,0.299727773,,,,,,
660,0.202365493,0.26703125,93.4,0.31007323,0.29930968,,,,,,
661,0.202402849,0.2859375,91.8,0.3091576,0.300217867,,,,,,
662,0.202385854,0.2759375,92.26,0.30957416,0.299769845,,,,,,
663,0.202386718,0.275625,92.4,0.3095529,0.300281056,,,,,,
664,0.202373956,0.27140625,92.7,0.3098657,0.299782753,,,,,,
665,0.202381058,0.2703125,93.04,0.30969173,0.299587389,,,,,,
666,0.202375073,0.27671875,92,0.30983847,0.299900163,,,,,,
667,0.202351904,0.26640625,93.7,0.31040627,0.299594143,,,,,,
